	gene	1	2	3	4	5	6	7	average.FC
B0303.7	B0303.7	-0.46	0.53	-0.28	-0.3	-0.11	0.04	-0.51	-0.155714286
sdz-1	sdz-1	0.023271805	0.010004527	-0.25	0.010039133	0.04	0.009050309	0.022240009	-0.019342031
vps-33.1	vps-33.1	-0.55	-0.17	0.06	0.1	-0.01	-0.07	-0.04	-0.097142857
hlh-1	hlh-1	-0.04	-0.08	0.16	0	0.07	0.22	-0.05	0.04
cyp-23A1	cyp-23A1	-0.45	0.01	-0.18	-0.03	-0.23	-0.32	0.34	-0.122857143
B0304.4	B0304.4	-0.12	0.21	-0.25	-0.31	-0.01	-0.15	0.2	-0.061428571
sra-33	sra-33	0.222	0.05	0.2	0.24	-0.06	0.03	0.41	0.156
sra-34	sra-34	0.023271805	0.010004527	0.014366823	0.010039133	0.09	-0.05	0.022240009	0.017131757
sra-35	sra-35	0.35	0.09	-0.1	-0.2	-0.2	-0.2	0.35	0.012857143
B0310.1	B0310.1	-0.16	0.03	-0.07	-0.27	0.08	0.08	-0.03	-0.048571429
B0310.2	B0310.2	-0.49	-0.32	-0.21	-0.33	-0.42	-0.34	-0.5	-0.372857143
B0310.3	B0310.3	-0.03	-0.67	-0.34	-0.48	0.09	0.02	0.02	-0.198571429
ugt-46	ugt-46	0.19	0.32	-0.13	-0.02	0.21	0.56	0.33	0.208571429
B0310.6	B0310.6	-0.35	-0.08	-0.37	-0.27	-0.16	-0.46	0.11	-0.225714286
cyp-29A4	cyp-29A4	0.35	0.15	0.8	0.59	0.08	-0.18	-0.07	0.245714286
pitr-4	pitr-4	-0.27	-0.1	-0.32	-0.18	0.78	0.81	0.62	0.191428571
ttr-18	ttr-18	0.2	-0.1	0.19	0.3	0.59	-0.05	-0.25	0.125714286
B0334.10	B0334.10	0.85	0.22	0.18	0.11	0.39	0.24	-0.11	0.268571429
ooc-3	ooc-3	-0.26	-0.27	-0.03	0.06	0.18	-0.04	-0.22	-0.082857143
B0334.13	B0334.13	0.421428571	-0.053	0.45	0.55	0.35	-0.43	0.15	0.205489796
twk-5	twk-5	-0.39	-0.4	-0.18	-0.34	0.22	0.03	-0.4	-0.208571429
B0334.3	B0334.3	0.04	0.37	0.17	0.38	0.29	0.36	0.19	0.257142857
B0334.4	B0334.4	-0.06	-0.11	0.25	0.16	0.13	-0.64	0.1	-0.024285714
B0334.5	B0334.5	0.21	-0.05	-0.05	0.1	-0.32	-0.2	0.29	-0.002857143
B0334.6	B0334.6	-0.09	-0.05	0.44	0.14	-0.1	-0.25	-0.19	-0.014285714
srh-44	srh-44	0.04	0.18	-0.23	-0.138	-0.2	-0.08	0.03	-0.056857143
age-1	age-1	-0.237142857	-0.25	-0.13	-0.09	-0.16	-0.07	-0.38	-0.188163265
B0334.9	B0334.9	0.401666667	0.1175	0.24	0.4	-0.02	0.38	0.3	0.259880952
wrm-1	wrm-1	-0.26	-0.08	-0.25	-0.23	-0.16	0.06	-0.08	-0.142857143
rpl-23	rpl-23	-0.13	-0.18	0.12	0.44	0.74	0.59	-0.23	0.192857143
hpo-28	hpo-28	0.23	-0.3	0.1	-0.3	-0.52	-0.38	-0.02	-0.17
B0336.12	B0336.12	0.181428571	0.07	0.04	0.08	-0.43	-0.28	-0.03	-0.052653061
B0336.13	B0336.13	-0.05	0.2	-0.03	0.08	0.11	-0.02	0.09	0.054285714
arf-1.2	arf-1.2	0.32	0.35	0.36	0.41	0.17	0.21	0.21	0.29
B0336.3	B0336.3	0.336666667	-0.7	0.05	0.14	0.03	0.5	0.22	0.082380952
rgs-5	rgs-5	-0.15	-0.31	-0.03	-0.03	0.01	0.02	-0.24	-0.104285714
B0336.5	B0336.5	-0.07	-0.22	-0.07	-0.02	0.08	0.16	-0.17	-0.044285714
abi-1	abi-1	-0.71	-0.1	0.14	0.18	0.14	0.21	-0.08	-0.031428571
B0336.7	B0336.7	-0.23	0.05	0.01	-0.11	0.06	0.05	0.04	-0.018571429
lgg-3	lgg-3	-0.06	-0.09	0.27	0.25	0.21	-0.41	-0.1	0.01
swp-1	swp-1	-0.23	-0.27	-0.37	-0.49	-0.52	-0.11	-0.29	-0.325714286
wrt-9	wrt-9	0.09	0.12	0.23	-0.14375	-0.47	-0.14	0.27	-0.00625
B0348.1	B0348.1	0.06	0.27	0.11	0.08	-0.23	-0.38	0.04	-0.007142857
B0348.2	B0348.2	-0.24	0.03	0.43	0.13	1.86	0.79	0.2	0.457142857
egl-8	egl-8	0.12	0.02	-0.34	-0.33	-0.36	0.09	0.22	-0.082857143
ife-3	ife-3	-0.33	-0.1	-0.16	-0.07	0.33	0.63	0.26	0.08
unc-44	unc-44	-0.26	-0.13	-0.03	-0.06	-0.51	-0.09	-0.45	-0.218571429
B0353.1	B0353.1	0.38	0.23	-0.05	-0.08	-0.11	-0.02	-0.1	0.035714286
ykt-6	ykt-6	-0.35	-0.08	-0.32	-0.59	0.2	-0.01	-0.05	-0.171428571
B0361.2	B0361.2	-0.18125	-0.76	-0.24	-0.24	0.18	0.19	0.03	-0.145892857
B0361.3	B0361.3	-0.47	0.16	-0.08	-0.26	0.18	-0.07	-0.01	-0.078571429
B0361.4	B0361.4	0.08	-0.01	-0.28	-0.17	-0.2	-0.18	0.25	-0.072857143
psd-1	psd-1	-0.26	-0.02	0.02	0.16	0.07	0.56	0.07	0.085714286
B0361.6	B0361.6	0.15	-0.6	0.11	0.24	0.31	0.09	-0.03	0.038571429
pho-5	pho-5	0.02	0	0.1	0.11	0.19	0.43	0.44	0.184285714
B0361.8	B0361.8	-0.19	-0.31	0.19	0.04	0.17	-0.34	-0.12	-0.08
B0361.9	B0361.9	-0.48	0.15	-0.5	-0.6	-0.23	-0.28	0.22	-0.245714286
acly-2	acly-2	0.08	0.12	0.14	0.38	0.01	0.18	-0.03	0.125714286
B0365.2	B0365.2	0.023271805	0.010004527	0.014366823	0.010039133	0.039373646	0.009050309	0.42	0.075158035
eat-6	eat-6	0.39	0.35	0.14	0.2	-0.17	0.39	0.05	0.192857143
clec-41	clec-41	0.62	1.59	0.4	0.37	-0.12	0.26	0.18	0.471428571
dhc-3	dhc-3	0.168571429	0.74	0.28	0.13	0.02	-0.05	0.22	0.215510204
B0365.9	B0365.9	-0.17	-0.26	0.23	-0.01	0.1	-0.62	0.13	-0.085714286
B0379.1	B0379.1	-0.02	-0.11	0.27	0.21	0.16	-0.08	-0.18	0.035714286
B0379.2	B0379.2	-0.35	0.083333333	-0.58	-0.43	0.05	1.27	-0.08	-0.005238095
mut-16	mut-16	-0.05	-0.15	-0.01	0.15	-0.21	-0.17	0.27	-0.024285714
scpl-1	scpl-1	0.03	0.46	0.28	0.3	0.06	-0.01	0.47	0.227142857
B0379.7	B0379.7	0.326666667	0.237777778	0.77375	0.56	0.74	2.64	0.27	0.792599206
B0391.10	B0391.10	0.023271805	0.010004527	0.07	0.32	0.039373646	0.009050309	0.022240009	0.0705629
fbxa-152	fbxa-152	0.136666667	0.08	0.44	0.3	0.16	0.14	0.45	0.243809524
str-263	str-263	-0.107142857	-0.5	-0.103	0.016	0.04	-0.19	-0.04	-0.126306122
B0391.3	B0391.3	0.21	-0.44	-0.09	0.44	-0.39	-0.34	-0.32	-0.132857143
str-12	str-12	0.023271805	0.010004527	0.014366823	0.010039133	-0.09	0.009050309	0.022240009	-0.000146771
fbxa-153	fbxa-153	0.05	0.16	0.13	0.21	0.44	0.26	0.36	0.23
fbxa-139	fbxa-139	0.023271805	0.010004527	0.014366823	0.010039133	0.01	-0.8	-0.03	-0.10890253
rps-0	rps-0	-0.54	-0.24	0.01	0.06	-0.21	-0.05	0	-0.138571429
rbg-3	rbg-3	-0.33	-0.04	0.22	0.02	-0.04	-0.09	-0.28	-0.077142857
B0393.3	B0393.3	-0.3175	-0.063333333	-0.25	-0.35	1.68	2.75	1.12	0.652738095
B0393.4	B0393.4	-0.06	-0.03	-0.08	0.22	-0.29	0.12	-0.01	-0.018571429
B0393.5	B0393.5	0.203333333	0.1	0.57	0.46	-0.21	0.23	-0.46	0.127619048
B0393.6	B0393.6	0.023271805	0.010004527	0.014366823	0.010039133	-0.31	-0.16	0.58	0.023954613
B0393.7	B0393.7	-0.05	-0.33	-0.38	-0.31	0.04	-0.06	-0.18	-0.181428571
B0393.8	B0393.8	0.31	-0.09	-0.05	-0.1	0.13	-0.7	0.35	-0.021428571
B0393.9	B0393.9	0.1	-0.16	0.12	0.16	0.05	-0.42	0.13	-0.002857143
nhx-1	nhx-1	-0.31	-0.32	-0.14	-0.39	-0.34	-0.34	-0.66	-0.357142857
mboa-1	mboa-1	0.2	0.17	-1.09	-0.84	-0.81	-0.67	-0.97	-0.572857143
B0395.3	B0395.3	-1.09	-1.64	-1.06	-0.98	-1.82	-1.52	-1.58	-1.384285714
kcnl-1	kcnl-1	0.192857143	0.18	-0.24	-0.21	-0.35	-0.09	-0.42	-0.133877551
oac-1	oac-1	0.005	0.18	-0.71	-0.51	-0.22	-0.31	-0.14	-0.243571429
ubc-17	ubc-17	-0.15	0.29	0.08	0.04	0.03	-0.05	0.24	0.068571429
B0403.3	B0403.3	0.41	0	0.28	0.15	0.51	1.1	0.17	0.374285714
tag-320	tag-320	-0.27	0.03	-0.25	-0.29	-0.5	-0.42	-0.31	-0.287142857
B0403.5	B0403.5	0.05	0.43	0.15	0.03	0.53	0.83	0.33	0.335714286
B0403.6	B0403.6	0.11	-0.39	-0.26	-0.11	0.56	-0.1	0.44	0.035714286
B0410.1	B0410.1	-0.2125	-0.01	0.01	0.28	-0.1	0.16	-0.31	-0.026071429
vang-1	vang-1	-1.092	-1.213	-0.77	-1.1	-1.4	-1.08	-1.61	-1.180714286
B0410.3	B0410.3	-0.39	0.43	-0.36	-0.78	-1.06	-1.17	-0.24	-0.51
dac-1	dac-1	0.42	0.06	0.56	0.39	0.54	0.25	0.39	0.372857143
daf-7	daf-7	0.16	0.24	0.56	0.86	-0.02	-0.11	0.26	0.278571429
B0412.3	B0412.3	-0.06	-0.09	-0.17	0.07	-0.28	0.01	-0.33	-0.121428571
rps-29	rps-29	-0.01	-0.16	-0.49	-0.44	-0.53	-0.7	0.02	-0.33
srz-4	srz-4	0.37	-0.78	0.1	0.06	0.23	0.18	0.6	0.108571429
rnt-1	rnt-1	-0.028	-0.18	0.07	0.43	-0.01	-0.04	0.1	0.048857143
hil-5	hil-5	0.1875	0.22	-0.2	-0.13	1.73	2.31	2.39	0.929642857
cpb-3	cpb-3	-0.49	0.108571429	-0.04	-0.01	-0.1	-0.28	0.05	-0.10877551
glh-3	glh-3	-0.17	0.12	-0.09	-0.16	0.12	0.33	0.28	0.061428571
mtk-1	mtk-1	-0.06	-0.32	-0.16	-0.07	-0.1	-0.24	-0.19	-0.162857143
vps-51	vps-51	-0.31	-0.46	-0.25	-0.32	-0.66	-0.12	-0.18	-0.328571429
tmc-2	tmc-2	0.14	0.24	0.06	0.07	0.29	0.24	0.15	0.17
B0416.2	B0416.2	0.384444444	0.385	0.613	0.79	0.4	0.55	0.68	0.543206349
B0416.3	B0416.3	-0.07	0.21	0.19	0.12	0.46	0.58	0.42	0.272857143
B0416.4	B0416.4	0.492	0.2	-0.04	0.02	1.4	0.64	1.42	0.590285714
B0416.5	B0416.5	0.04	0	0	0.26	-0.05	-0.05	-0.08	0.017142857
gly-13	gly-13	-0.15	0.4	0.29	0.32	0.26	0.3	0.46	0.268571429
B0416.7	B0416.7	0.02	0.2	0.26	0.16	0.38	0.08	0.2	0.185714286
B0432.1	B0432.1	-0.05	-0.138571429	0.28	0.091	-0.32	-0.37	0.07	-0.062510204
B0432.10	B0432.10	-0.26	-0.04	-0.36	-0.41	0.23	-0.1	-0.01	-0.135714286
B0432.11	B0432.11	0.023271805	0.010004527	0.014366823	0.010039133	0.81	0.87	0.35	0.298240327
clec-117	clec-117	0.46	0.32	-0.12	0.42	0	0.39	0.13	0.228571429
B0432.13	B0432.13	-0.11	-0.021428571	-0.34	-0.65	0.52	0.44	-0.41	-0.081632653
B0432.14	B0432.14	-0.19	-0.35	-0.1	-0.13	-0.23	-0.73	-0.21	-0.277142857
djr-1.1	djr-1.1	-0.22	-0.31	0.03	0.03	-0.11	-0.28	-0.28	-0.162857143
mrpl-41	mrpl-41	0.14	-0.9	-0.28	-0.38	-0.15	-0.92	-0.2	-0.384285714
misc-1	misc-1	-0.24	-0.24	-0.13	-0.18	-0.08	-0.34	-0.28	-0.212857143
cat-2	cat-2	0.272857143	0.031111111	0.93	0.63	-0.22	-0.19	0.11	0.223424036
B0432.6	B0432.6	0.536666667	0.095714286	0.09	0.74	-0.03	-0.4	-0.28	0.107482993
B0432.7	B0432.7	-0.073333333	0.33	-0.24	-0.15	-0.13	-0.44	0.13	-0.081904762
B0432.8	B0432.8	-0.03	-0.027142857	0.33	-0.06	0.31	0.08	0.21875	0.117372449
B0432.9	B0432.9	-0.23	0.13	-0.27	-0.34	-0.06	-0.1	-0.06	-0.132857143
lin-8	lin-8	0.31	-0.62	-0.2	0.11	-0.05	-0.01	-0.08	-0.077142857
sri-31	sri-31	0.023271805	0.010004527	0.014366823	0.010039133	-0.15	0.02	0.21	0.019668898
sri-28	sri-28	-0.2775	0	-0.32	-0.25	-0.23	-0.37	0.05	-0.199642857
sri-29	sri-29	0.02	-0.125	-0.29	-0.051	-0.2	-0.2	0.03	-0.116571429
B0454.5	B0454.5	0.12	0.01	-0.1	-0.09	0.07	-0.27	0.26	0
B0454.6	B0454.6	0.48	0.03	0.53	-0.01	0.23	0.71	0.26	0.318571429
clec-2	clec-2	-0.24	-0.03	-0.04	-0.15	-0.59	0.41	1.17	0.075714286
B0454.8	B0454.8	0.01	0.13	0.37	0.34	-0.41	0.19	0.2	0.118571429
B0454.9	B0454.9	-0.07	-0.13	-0.16	-0.17	0.16	-0.19	-0.16	-0.102857143
lat-1	lat-1	0.06	0.07	0.06	0.12	-0.15	0.04	-0.23	-0.004285714
B0457.2	B0457.2	0.02	0.19	0.18	0.23	0.19	0.13	-0.11	0.118571429
B0457.3	B0457.3	-0.224	-0.18	-0.46	-0.29	-0.21	-0.5	0.29	-0.224857143
B0457.4	B0457.4	0.023271805	0.010004527	0.014366823	0.010039133	-0.28	-0.14	0.29	-0.010331102
B0457.6	B0457.6	0.47	0.43	0.56	0.8	0.38	0.37	0.74	0.535714286
B0462.1	B0462.1	0.59	-0.82	-0.07	0.69	0.01	-0.08	-0.13	0.027142857
sri-68	sri-68	0.09	-0.26	0.26	0.41	0.2	0.17	0.05	0.131428571
fbxb-119	fbxb-119	0.76	0.68	0.08	-0.02	-0.07	0.12	0.3	0.264285714
B0462.4	B0462.4	0.262857143	-0.08	0.77	0.23	0.03	-0.56	0.25	0.128979592
dars-1	dars-1	-0.55	-0.39	-0.38	-0.1	-0.15	-0.1	-0.56	-0.318571429
B0464.2	B0464.2	-0.21	-0.01	0.13	0.2	0.61	0.72	0.28	0.245714286
nlp-36	nlp-36	-0.33	0	-0.13	-0.32	0.21	0.23	0.1	-0.034285714
bre-3	bre-3	0.24	0.64	0.61	0.74	0.31	0.66	0.15	0.478571429
spk-1	spk-1	-0.03	0.12	0.25	0.5	-0.08	0.13	-0.34	0.078571429
B0464.6	B0464.6	-0.04	-0.16	-0.01	-0.04	-0.04	0.36	-0.01	0.008571429
baf-1	baf-1	0.15	0.3	0.12	0.09	0.65	0.68	0.39	0.34
tag-342	tag-342	-0.39	-0.07	-0.05	-0.25	0.58	0.45	0.14	0.058571429
B0464.9	B0464.9	-0.32	-0.08	0.09	-0.07	0.09	0.05	0.07	-0.024285714
jnk-1	jnk-1	0.3	0.02	0.15	-0.04	0.22	-0.29	-0.11	0.035714286
B0478.3	B0478.3	0.3525	-0.071666667	0.18	0.68	-0.01	-0.8	0.45	0.111547619
B0491.1	B0491.1	0.08	0.03	-0.03	0.14	-0.09	0.27	0.1	0.071428571
sqt-1	sqt-1	-0.18	0.12	0.26	0.46	0.2	0.05	0.07	0.14
rmd-3	rmd-3	-0.09	0.42	0.15	0.08	-0.08	0.56	0.12	0.165714286
lgc-20	lgc-20	0.014	-0.07	0.36	0.4	-0.16	-0.26	-0.08	0.029142857
B0491.5	B0491.5	0.1	-0.07	0.16	0.13	-0.32	-0.1	0.06	-0.005714286
B0491.6	B0491.6	-0.21	-0.34	-0.2	-0.07	-0.19	-0.14	-0.05	-0.171428571
B0491.7	B0491.7	-0.59	-0.81	-0.45	-0.33	0	-0.43	-0.19	-0.4
clh-2	clh-2	0.59	-0.05	0.1	-0.19	-0.12	-0.09	-0.06	0.025714286
sre-1	sre-1	0.023271805	0.010004527	0.014366823	0.010039133	-0.42	-0.59	0.022240009	-0.132868243
cpna-5	cpna-5	-0.48	0.41	0.11	-0.06	0.07	0.1	-0.11	0.005714286
B0495.2	B0495.2	-0.03	-0.04	-0.16	-0.03	-0.09	0.07	0	-0.04
nhx-2	nhx-2	0.95	0.67	0.72	0.65	1.08	0.96	0.89	0.845714286
B0495.5	B0495.5	-0.49	-0.37	-0.14	-0.08	-0.21	-0.22	-0.22	-0.247142857
moa-2	moa-2	0.2	0.08	-0.19	-0.15	-0.02	0.15	0.22	0.041428571
B0495.8	B0495.8	0.27	0.15	0.1	0.22	-0.1	0.05	0.21	0.128571429
B0495.9	B0495.9	-0.46	-0.07	-0.11	-0.2	-0.08	-0.43	0.04	-0.187142857
B0496.1	B0496.1	-0.072	-0.02	-0.25	-0.28	-0.04	0.38	-0.04	-0.046
B0496.2	B0496.2	0.226666667	0.038333333	0.16	0.55	-0.22	0.05	0.17	0.139285714
unc-82	unc-82	0.12	0.11	-0.07	0.18	-0.16	0.07	0.11	0.051428571
srtx-1	srtx-1	0.023271805	0.010004527	0.014366823	0.010039133	0.03	-0.36	-0.12	-0.056045387
B0496.6	B0496.6	-0.324	-0.1875	0.021	-0.3	-0.06	-0.14	-0.23	-0.174357143
valv-1	valv-1	1.294	1.64	1.52	1.22	1.34	1.24	1.09	1.334857143
tes-1	tes-1	0.32	0.55	0.68	0.55	0.68	0.68	0.69	0.592857143
B0507.1	B0507.1	0.1575	-0.066666667	-0.16	-0.21	-0.09	0.02	-0.31	-0.094166667
B0507.10	B0507.10	-0.06	-0.04	-0.54	-0.48	2.71	2.79	0.04	0.631428571
srx-115	srx-115	0.41	-0.11	-0.05	0.06	0.08	-0.1	-0.18	0.015714286
B0507.2	B0507.2	-0.2	-0.39	0.19	0.11	0.25	-0.04	-0.26	-0.048571429
B0507.3	B0507.3	-0.06	-0.14	-0.88	-0.04	-0.02	-0.15	-0.07	-0.194285714
B0507.4	B0507.4	-0.113333333	-0.075	-0.86	-0.28	0.47	0.25	0.221	-0.055333333
B0507.8	B0507.8	-0.73	-0.89	-1.23	-0.83	3.48	3.59	0.38	0.538571429
B0507.9	B0507.9	1.17	-0.09	0.58	0.11	1	0.79	0.11	0.524285714
fkb-7	fkb-7	-0.1	-0.49	-0.21	-0.2	0.58	0.43	0.2	0.03
eif-3.E	eif-3.E	0.06	-0.32	-0.24	-0.09	-0.21	-0.03	-0.42	-0.178571429
B0511.11	B0511.11	-0.119	-0.05	-0.24	-0.28	0.05	0.11	-0.32	-0.121285714
B0511.12	B0511.12	-0.17	0.17	-0.15	0.04	-0.08	-0.09	-0.13	-0.058571429
B0511.2	B0511.2	-0.193333333	0.076	0.02	0.06	-0.03	-0.03	-0.03	-0.018190476
fbxa-125	fbxa-125	-0.182	-0.184444444	-0.43	0.02	0.12	-0.06	0.06	-0.093777778
tag-344	tag-344	0.22	0.04	0.04	0.33	0.02	0.73	-0.05	0.19
cutl-14	cutl-14	-0.702857143	-0.75	-0.56	-0.63	-0.89	-1.03	-0.65	-0.744693878
B0511.6	B0511.6	-0.64	-0.77	-0.15	0.07	-0.18	-0.47	-0.4	-0.362857143
B0511.7	B0511.7	0.02	-0.39	-0.09	-0.07	0.51	0.14	0.01	0.018571429
mrps-30	mrps-30	-0.23	-0.64	-0.72	-0.72	-0.2	-0.03	-0.46	-0.428571429
cdc-26	cdc-26	0.27	0.17	-0.03	0.05	-0.07	0.09	0.17	0.092857143
lin-66	lin-66	-0.19	0.29	0.16	0.16	-0.36	-0.44	-0.18	-0.08
B0513.2	B0513.2	-0.06	-0.03	-0.32	-0.47	0.09	0.03	0.39	-0.052857143
rpl-29	rpl-29	0.25	-0.24	-0.32	-0.33	-0.05	-0.79	0.31	-0.167142857
B0513.4	B0513.4	-0.06	-0.02	-0.16	0.06	-0.28	-0.35	-0.32	-0.161428571
B0513.5	B0513.5	-0.71	-0.77	-0.47	-0.56	-0.15	-0.14	-0.02	-0.402857143
B0513.7	B0513.7	0.023271805	0.010004527	0.014366823	0.010039133	0.31	0.009050309	0.022240009	0.056996087
vamp-8	vamp-8	-0.11	0.09	0.06	-0.19	0.39	-0.21	-0.03	0
kin-31	kin-31	-0.04	-0.043333333	-0.53	-0.31	-0.02	0.69	-0.03	-0.04047619
pgl-2	pgl-2	0.87	-0.31	-0.29	-0.09	0.33	-0.43	0.64	0.102857143
fli-1	fli-1	0	-0.19	-0.18	-0.19	0.01	0.25	0.08	-0.031428571
B0524.2	B0524.2	0.247777778	0.21	0.05	0.06	-0.07	0.11	0.14	0.106825397
B0524.6	B0524.6	0.023271805	0.010004527	0.1	-0.64	0.039373646	0.009050309	0.022240009	-0.062294243
tpa-1	tpa-1	-0.161666667	0.28	-0.11	0.02	-0.03	0.23	-0.17	0.008333333
scl-23	scl-23	0.1325	-0.063333333	-0.05	0.27	0.08	0.24	-0.11	0.071309524
B0545.4	B0545.4	-0.0375	0.32	0.04	-0.1	0.15	-0.36	-0.17	-0.0225
mai-2	mai-2	-0.25	0.18	0.02	0.06	-0.23	-0.14	-0.31	-0.095714286
otub-4	otub-4	0.213333333	0.08	-0.2	-0.04	-0.23	0.01	-0.09	-0.036666667
B0546.4	B0546.4	-0.38	-0.1	-0.14	-0.17	-0.35	-0.46	-0.14	-0.248571429
csn-5	csn-5	-0.32	-0.09	-0.02	-0.19	0.04	0.21	-0.4	-0.11
srd-14	srd-14	0.17	0.21	0.53	0.4	0.32	-0.27	0.15	0.215714286
srd-8	srd-8	0.023271805	0.010004527	0.014366823	0.010039133	-0.52	0.009050309	0.022240009	-0.061575342
srd-6	srd-6	0.023271805	0.010004527	0.014366823	0.010039133	-0.18	0.05	-0.08	-0.021759673
B0554.1	B0554.1	0.188888889	-0.07	0.19	0.3	-0.25	-0.21	-0.1	0.006984127
B0554.2	B0554.2	-0.41	0.08	-0.47	-0.81	-0.22	-0.59	0.17	-0.321428571
B0554.4	B0554.4	-0.01875	0.02	-0.06	-0.18	0.01	0.06	0.21	0.005892857
B0554.5	B0554.5	0.76	0.66	0.39	0.27	0.41	0.49	-0.09	0.412857143
dod-20	dod-20	-0.153333333	0.29	0.07	-0.17	-0.03	0.03	0.09	0.018095238
B0554.7	B0554.7	-0.08	0.2	0.03	0.12	-0.19	0.15	0.11	0.048571429
B0563.1	B0563.1	0.158333333	-0.08	0.33	0.06	0.17	-0.13	0.37	0.12547619
tmbi-4	tmbi-4	-0.11	0.11	-0.08	-0.1	-0.14	0.1	-0.26	-0.068571429
B0563.5	B0563.5	-0.32	-0.84	-1.01	-1.05	-0.38	-1.12	-0.8	-0.788571429
B0563.6	B0563.6	-0.75	0.18	-0.12	-0.19	-0.63	-0.31	-0.6	-0.345714286
B0563.7	B0563.7	-0.18	-0.35	-0.68	-0.97	0.14	-0.17	0.04	-0.31
B0563.8	B0563.8	0.4	-0.09	0.39	0.54	-0.23	-0.51	0.16	0.094285714
B0563.9	B0563.9	0.31	-0.24	-0.03	-0.04	0.63	-0.25	-0.48	-0.014285714
exos-4.1	exos-4.1	-0.12	-0.43	-0.39	-0.43	-0.18	-0.03	0.03	-0.221428571
unc-30	unc-30	0.18	0.04	0.07	0.03	-0.13	-0.16	-0.03	7.93016E-18
rde-11	rde-11	-0.02375	0.06	0.1	-0.05	-0.21	0.06	-0.29	-0.050535714
B0564.2	B0564.2	-0.05	0.24	-0.26	-0.13	0.25	0.1	-0.21	-0.008571429
B0564.6	B0564.6	-0.04	0.14	0.07	0.21	-0.24	-0.26	0.01	-0.015714286
B0564.7	B0564.7	-0.52	-0.74	-0.01	0.04	0.06	0.08	-0.24	-0.19
BE0003N10.1	BE0003N10.1	-0.35	-0.02	-0.32	-0.29	-0.25	-0.22	-0.19	-0.234285714
chin-1	chin-1	-0.46	0.02	-0.15	-0.04	-0.04	-0.01	-0.01	-0.098571429
BE0003N10.3	BE0003N10.3	-0.185	0.038333333	-0.67	-0.51	-2.26	-0.06	-0.556666667	-0.60047619
BE10.1	BE10.1	0.023271805	0.010004527	0.014366823	0.010039133	-0.05	1.78	0.46	0.32109747
agmo-1	agmo-1	-0.01	0.32	0.14	0.56	-0.02	-0.26	0.17	0.128571429
BE10.4	BE10.4	-0.11	0.05	-0.13	-0.26	0.02	-0.37	0.12	-0.097142857
BE10.5	BE10.5	0.032857143	0.12	0.22	0.3	-0.16	-0.23	0.18	0.066122449
BE10.6	BE10.6	0.05	0	0.52	0.73	0.12	-0.44	0.27	0.178571429
C01A2.2	C01A2.2	-0.71	-0.65	-0.44	-0.49	-0.96	-1.34	-0.85	-0.777142857
C01A2.3	C01A2.3	0.2	0.02	-0.16	-0.18	-0.26	-0.04	0.07	-0.05
C01A2.4	C01A2.4	0.45	0.23	0.75	0.72	0.99	0.33	0.56	0.575714286
C01A2.5	C01A2.5	-0.33	-0.09	-0.04	-0.02	0.18	0.04	0.28	0.002857143
C01A2.6	C01A2.6	0.29	0.12	0.17	0.32	-0.13	-0.04	0.43	0.165714286
nlp-38	nlp-38	0.09	-0.21	0.1	0.1	-0.03	-0.19	0.2	0.008571429
drh-2	drh-2	0.81	-0.7	-0.33	-0.32	-0.19	-0.13	-0.4	-0.18
C01B10.10	C01B10.10	-0.5	-0.46	-0.15	-0.1	-0.11	0.17	-0.5	-0.235714286
C01B10.11	C01B10.11	0.34	0.33	0.24	0.19	0.25	0.37	0.15	0.267142857
C01B10.3	C01B10.3	0.33	0.44	0.31	0.15	0.85	0.43	0.35	0.408571429
C01B10.4	C01B10.4	-0.29	-0.17	-0.22	-0.23	0.12	0.06	0.11	-0.088571429
C01B10.6	C01B10.6	0.12	0.58	0.43	0.42	-0.37	0.19	-0.53	0.12
C01B10.8	C01B10.8	-0.9	-0.71	-0.38	-0.16	-0.23	-0.16	-0.18	-0.388571429
C01B10.9	C01B10.9	-0.46	-0.18	0.06	0.01	0.15	0.01	-0.11	-0.074285714
sqt-2	sqt-2	0.09	0.07	-0.16	-0.05	-0.33	-0.32	-0.04	-0.105714286
gmeb-1	gmeb-1	-0.41	-0.12	0.11	0.01	-0.12	0.21	-0.4	-0.102857143
best-3	best-3	-1.08	-0.47	-0.43	-0.41	-0.52	-0.44	-0.64	-0.57
osta-1	osta-1	0.39	0.6	0.41	0.43	0.24	0.42	0.21	0.385714286
best-4	best-4	0.37	0.18	0.67	0.57	0.25	0.14	0.18	0.337142857
C01B12.8	C01B12.8	0.17	-0.09	-0.1	0.04	0.02	0.07	0.19	0.042857143
C01B12.9	C01B12.9	0.44	-0.05	0.06	0.27	-0.09	-0.61	-0.3	-0.04
str-257	str-257	0.22	0.085	-0.16	0.12	-0.43	-0.43	-0.27	-0.123571429
srd-61	srd-61	0.023271805	0.010004527	-0.31	0.010039133	0.039373646	0.009050309	0.022240009	-0.028002939
sup-37	sup-37	0.53	0.11	-0.13	-0.18	-0.03	0.06	0.21	0.081428571
C01B7.3	C01B7.3	0.69	0.6	0.11	0.2	0.03	0.21	0.35	0.312857143
magu-2	magu-2	0.3	0.08	0.84	0.6	0.18	0.49	0.12	0.372857143
C01B7.5	C01B7.5	0.055	0.008888889	-0.12	-0.31	-0.05	-0.01	-0.23	-0.093730159
